Date,Open,High,Low,Close,Volume,Adj Close,Daily_Change,Delta_Change,Volatility
1997-09-24,21.687501,21.75,21.375,21.5,55608000,0.696383,0.375,-1.15%,639135
1997-09-23,22.25,22.25,21.687501,21.75,50134000,0.70448,0.562,-4.66%,2334991
1997-09-22,22.125001,23.0625,22.0,22.8125,50092000,0.7388939999999999,1.062,3.99%,1997961
1997-09-19,22.1875,22.1875,21.75,21.9375,23732800,0.710553,0.438,-1.68%,398863
1997-09-18,21.5,22.499999,21.5,22.3125,42291200,0.722699,1.000,2.29%,969429
1997-09-17,22.0,22.0,21.687501,21.8125,21691600,0.706504,0.312,-0.57%,123606
1997-09-16,22.062499,22.1406,21.75,21.9375,33555200,0.710553,0.391,2.03%,682781
1997-09-15,21.875,22.125001,21.5,21.5,24228400,0.696383,0.625,-2.55%,617710
1997-09-12,22.1875,22.25,21.4375,22.062499,28420000,0.7146020000000001,0.812,-1.40%,396933
1997-09-11,22.875,23.000001,22.062499,22.375,52469200,0.7247239999999999,0.938,-2.45%,1286688
1997-09-10,21.75,23.125,21.687501,22.937499,68516000,0.742943,1.437,5.16%,3533815
1997-09-09,21.3125,21.875,21.250001,21.8125,39757200,0.706504,0.625,1.45%,577817
1997-09-08,22.25,22.25,21.4375,21.5,43789200,0.696383,0.812,-3.10%,1356844
1997-09-05,22.625,22.875,22.0,22.1875,34176800,0.718651,0.875,-1.39%,474638
1997-09-04,22.562501,22.875,22.25,22.499999,30634800,0.728772,0.625,0.00%,0
1997-09-03,22.375,23.25,22.3125,22.499999,71033200,0.728772,0.938,0.56%,396761
1997-09-02,22.0,22.562501,21.9375,22.375,46510800,0.7247239999999999,0.625,2.87%,1336538
1997-08-29,21.8125,22.0,21.5,21.75,27417600,0.70448,0.500,-1.14%,311583
1997-08-28,22.125001,22.499999,22.0,22.0,23917600,0.7125779999999999,0.500,-3.03%,724773
1997-08-27,22.375,22.75,21.875,22.6875,47658800,0.734846,0.875,1.97%,937139
1997-08-26,22.625,23.000001,22.125001,22.25,56551600,0.720675,0.875,-3.52%,1992348
1997-08-25,23.625,23.6875,22.937499,23.0625,34658400,0.746992,0.750,-2.38%,825185
1997-08-22,23.437501,24.0,23.374999,23.625,56907200,0.765211,0.625,-1.56%,889160
1997-08-21,24.5,24.687499,23.875001,24.0,64820000,0.777357,0.812,-2.54%,1645203
1997-08-20,24.4375,25.124999,24.1875,24.625,81076800,0.797601,0.937,0.77%,622061
1997-08-19,23.6875,24.5,23.3125,24.4375,72290400,0.791528,1.188,3.44%,2486198
1997-08-18,23.3125,23.75,22.75,23.625,54460000,0.765211,1.000,1.61%,878371
1997-08-15,23.125,23.437501,22.8125,23.25,65240000,0.753065,0.625,1.09%,709177
1997-08-14,23.625,24.249999,22.6875,23.000001,108612000,0.744967,1.562,-2.65%,2873379
1997-08-13,22.25,23.875001,20.4375,23.625,300356000,0.765211,3.438,7.08%,21271584
1997-08-12,24.0625,24.249999,21.875,22.062499,262099600,0.7146020000000001,2.375,-10.18%,26676883
1997-08-11,26.3125,26.437499,23.5,24.5625,387749600,0.7955770000000001,2.937,-8.39%,32538312
1997-08-08,27.812501,28.374999,26.125,26.8125,453541200,0.8684540000000001,2.250,-8.14%,36904853
1997-08-07,28.75,29.562499,28.374999,29.1875,938859600,0.9453799999999999,1.188,10.93%,102583304
1997-08-06,25.25,27.749999,25.0,26.3125,1047620000,0.852259,2.750,33.23%,348102328
1997-08-05,19.937501,20.0,19.484299,19.75,61782000,0.6397,0.516,0.00%,0
1997-08-04,19.1875,19.8125,19.1875,19.75,152829600,0.6397,0.625,2.93%,4480269
1997-08-01,17.625,19.1875,17.5625,19.1875,120478400,0.6214810000000001,1.625,9.64%,11617574
1997-07-31,17.375,17.750001,17.249999,17.5,65954000,0.566823,0.500,0.72%,474520
1997-07-30,16.9375,17.687499,16.75,17.375,93576000,0.562774,0.937,5.30%,4962338
1997-07-29,16.437501,16.625,16.374999,16.5,17810800,0.534433,0.250,0.38%,67709
1997-07-28,16.437501,16.5,16.25,16.437501,27627600,0.532409,0.250,1.15%,318774
1997-07-25,15.875,16.5625,15.75,16.25,54490800,0.5263359999999999,0.812,2.77%,1507696
1997-07-24,16.125,16.125,15.625,15.8125,33373200,0.512165,0.500,-1.94%,646777
1997-07-23,16.75,16.875001,16.000001,16.125,35322000,0.522287,0.875,-2.64%,933061
1997-07-22,16.374999,16.6875,16.3125,16.5625,57834000,0.536458,0.375,2.52%,1454533
1997-07-21,17.5625,17.687499,16.000001,16.156198999999997,88729200,0.523297,1.687,-6.85%,6075176
1997-07-18,17.875,17.9375,17.0625,17.3437,79391200,0.56176,0.875,-0.89%,709141
1997-07-17,17.0,18.124999,16.437501,17.5,186566800,0.566823,1.687,6.46%,12059356
1997-07-16,15.8125,16.5,15.625,16.437501,111563200,0.532409,0.875,3.14%,3500032
1997-07-15,15.75,16.000001,15.625,15.937498999999999,104588400,0.5162140000000001,0.375,2.00%,2091801
1997-07-14,15.25,15.625,14.875,15.625,102751600,0.506092,0.750,2.88%,2960013
1997-07-11,13.375,15.499998999999999,13.3125,15.1875,183736000,0.491921,2.187,14.62%,26866882
1997-07-10,12.875,13.375,12.75,13.25,123127200,0.429166,0.625,-3.20%,3935686
1997-07-09,13.8125,13.875,13.625,13.6875,35504000,0.443337,0.250,-0.45%,161352
1997-07-08,13.875,14.0,13.6875,13.75,23923200,0.44536099999999995,0.312,-0.45%,108230
1997-07-07,13.9375,14.250001000000001,13.75,13.8125,47868800,0.44738500000000003,0.500,0.91%,437078
1997-07-03,13.125,13.875,13.0,13.6875,46695600,0.443337,0.875,4.78%,2234274
1997-07-02,13.25,13.375,13.0,13.0625,62490400,0.42309300000000005,0.375,-0.95%,592364
1997-07-01,13.9375,14.0,13.125,13.1875,112669200,0.427142,0.875,-7.46%,8400709
1997-06-30,14.75,14.75,14.0,14.250001000000001,42795200,0.461556,0.750,-2.98%,1274700
1997-06-27,14.687501000000001,14.8125,14.624998999999999,14.687501000000001,39488400,0.47572600000000004,0.188,0.00%,0
1997-06-26,15.125001000000001,15.125001000000001,14.624998999999999,14.687501000000001,95496800,0.47572600000000004,0.500,-2.89%,2762387
1997-06-25,15.3125,15.375,15.0,15.125001000000001,49658000,0.489897,0.375,-1.22%,608046
1997-06-24,15.4375,15.562501000000001,15.25,15.3125,27787200,0.49596999999999997,0.313,-0.41%,112991
1997-06-23,15.499998999999999,15.625,15.375,15.375,24886400,0.49799499999999997,0.250,-1.20%,299830
1997-06-20,15.6875,15.75,15.499998999999999,15.562501000000001,27546400,0.5040680000000001,0.250,-1.19%,327927
1997-06-19,16.000001,16.000001,15.6875,15.75,30256800,0.510141,0.313,-1.18%,355956
1997-06-18,16.125,16.25,15.75,15.937498999999999,27412000,0.5162140000000001,0.500,-2.49%,681298
1997-06-17,15.562501000000001,16.5,15.499998999999999,16.3437,35562800,0.529371,1.000,5.44%,1935810
1997-06-16,15.875,15.875,15.375,15.499998999999999,33502000,0.502043,0.500,-1.98%,662105
1997-06-13,16.0625,16.125,15.75,15.8125,33017600,0.512165,0.375,-1.56%,513925
1997-06-12,16.374999,16.374999,16.000001,16.0625,19672800,0.520263,0.375,-1.53%,301481
1997-06-11,16.3125,16.437501,16.25,16.3125,26350800,0.52836,0.188,0.38%,101330
1997-06-10,16.75,16.75,16.0625,16.25,34762000,0.5263359999999999,0.688,-2.26%,784091
1997-06-09,16.6875,16.9375,16.625,16.625,18701200,0.538482,0.312,-0.75%,139570
1997-06-06,16.625,16.75,16.5,16.75,13218800,0.542531,0.250,0.37%,49524
1997-06-05,16.625,17.125,16.5625,16.6875,16153200,0.540506,0.562,0.38%,60715
1997-06-04,16.625,16.75,16.5,16.625,20101200,0.538482,0.250,-0.37%,75271
1997-06-03,16.75,16.9375,16.625,16.6875,16310000,0.540506,0.312,-1.48%,240753
1997-06-02,17.0,17.0,16.75,16.9375,10396400,0.548604,0.250,1.88%,195424
1997-05-30,16.5,17.0,16.374999,16.625,44332400,0.538482,0.625,0.00%,0
1997-05-29,17.125,17.125,16.625,16.625,27795600,0.538482,0.500,-2.21%,613127
1997-05-28,17.375,17.5,17.0,17.0,21884800,0.550628,0.500,-1.45%,317191
1997-05-27,16.75,17.375,16.75,17.249999,20521200,0.5587260000000001,0.625,2.22%,456056
1997-05-23,16.625,17.0,16.625,16.875001,16758000,0.546579,0.375,1.50%,251985
1997-05-22,16.75,16.875001,16.5,16.625,19191200,0.538482,0.375,-1.48%,284297
1997-05-21,17.125,17.125,16.5,16.875001,30562000,0.546579,0.625,-2.17%,664434
1997-05-20,17.0,17.4375,16.75,17.249999,21207200,0.5587260000000001,0.688,1.47%,311890
1997-05-19,17.5,17.625,17.0,17.0,13064800,0.550628,0.625,-1.45%,189357
1997-05-16,17.5,17.625,17.249999,17.249999,23324000,0.5587260000000001,0.375,-2.82%,657015
1997-05-15,17.750001,18.0,17.5,17.750001,24752000,0.574921,0.500,0.35%,87490
1997-05-14,17.875,18.0,17.5,17.687499,33910800,0.572896,0.500,0.71%,241373
1997-05-13,17.5,17.875,17.0,17.5625,49254800,0.568847,0.875,0.00%,0
1997-05-12,17.249999,17.625,17.0,17.5625,41244000,0.568847,0.625,2.93%,1208620
1997-05-09,17.0,17.5,17.0,17.0625,47093200,0.552652,0.500,0.37%,173105
1997-05-08,16.625,17.125,16.5,17.0,20734000,0.550628,0.625,3.03%,628305
1997-05-07,16.875001,17.0,16.374999,16.5,28554400,0.534433,0.625,-2.22%,634531
1997-05-06,17.0,17.125,16.75,16.875001,20787200,0.546579,0.375,-0.74%,152857
1997-05-05,17.0,17.125,16.75,17.0,24623200,0.550628,0.375,0.00%,0
1997-05-02,17.0,17.125,16.75,17.0,25496800,0.550628,0.375,0.00%,0
1997-05-01,16.875001,17.125,16.75,17.0,18085200,0.550628,0.375,0.00%,0
1997-04-30,17.0,17.249999,16.75,17.0,64408400,0.550628,0.500,-3.89%,2503501
1997-04-29,18.0,18.0,17.5,17.687499,12938800,0.572896,0.500,0.35%,45873
1997-04-28,17.750001,17.875,17.5,17.625,11692800,0.570872,0.375,0.71%,83525
1997-04-25,17.625,17.875,17.375,17.5,21845600,0.566823,0.500,-2.10%,458291
1997-04-24,18.5,18.5,17.750001,17.875,18734800,0.578969,0.750,-1.38%,258427
1997-04-23,18.375,18.5,18.124999,18.124999,13622000,0.587067,0.375,-2.03%,276116
1997-04-22,18.124999,18.5,17.875,18.5,23662800,0.599213,0.625,2.78%,657302
1997-04-21,18.625001,18.625001,18.0,18.0,22288000,0.583018,0.625,-2.04%,454849
1997-04-18,19.125,19.125,18.375,18.375,35361200,0.595164,0.750,-3.29%,1163215
1997-04-17,18.25,19.125,18.124999,18.999999,54866000,0.615408,1.000,2.36%,1293177
1997-04-16,18.625001,18.999999,18.375,18.562499,21554400,0.601237,0.625,0.68%,146104
1997-04-15,19.125,19.25,18.124999,18.4375,34011600,0.5971890000000001,1.125,-1.67%,566813
1997-04-14,18.375,18.875,18.0,18.75,28089600,0.60731,0.875,2.74%,769581
1997-04-11,18.875,18.875,18.124999,18.25,19891200,0.591115,0.750,-3.31%,658659
1997-04-10,18.999999,19.125,18.5,18.875,29246000,0.611359,0.625,-0.66%,192420
1997-04-09,19.25,19.25,18.875,18.999999,61247200,0.615408,0.375,-0.65%,400334
1997-04-08,19.625,19.625,18.625001,19.125,48456800,0.6194569999999999,1.000,-1.92%,931845
1997-04-07,19.75,19.874999,19.25,19.500001,63814800,0.631603,0.625,1.30%,828818
1997-04-04,19.125,19.625,18.999999,19.25,118812400,0.623505,0.625,1.99%,2360471
1997-04-03,18.5,19.125,18.25,18.875,137214000,0.611359,0.875,4.86%,6670089
1997-04-02,17.875,18.0625,17.625,18.0,55608000,0.583018,0.438,2.86%,1588805
1997-04-01,17.625,17.8125,17.375,17.5,55064800,0.566823,0.438,-4.11%,2262899
1997-03-31,18.625001,19.375,17.249999,18.25,242561200,0.591115,2.125,-2.01%,4884098
1997-03-27,17.5,19.25,17.249999,18.625001,284726400,0.603262,2.000,11.19%,31872315
1997-03-26,16.374999,16.875001,16.25,16.75,26709200,0.542531,0.625,1.52%,404711
1997-03-25,16.625,16.625,16.0781,16.5,28140000,0.534433,0.547,0.00%,0
1997-03-24,16.5,16.625,16.25,16.5,17805200,0.534433,0.375,-0.75%,133882
1997-03-21,17.5,17.5,16.374999,16.625,34115200,0.538482,1.125,-3.62%,1236076
1997-03-20,16.000001,17.5,15.875,17.249999,79259600,0.5587260000000001,1.625,6.98%,5529796
1997-03-19,16.374999,16.374999,15.875,16.125,52057600,0.522287,0.500,-0.77%,400468
1997-03-18,16.374999,16.5,16.125,16.25,31768800,0.5263359999999999,0.375,-1.52%,481317
1997-03-17,16.25,16.5,16.000001,16.5,48188000,0.534433,0.500,-0.38%,181898
1997-03-14,16.374999,16.75,16.25,16.5625,57604400,0.536458,0.500,1.15%,659690
1997-03-13,16.374999,16.374999,16.125,16.374999,26272400,0.530384,0.250,0.77%,202058
1997-03-12,16.25,16.75,16.125,16.25,17749200,0.5263359999999999,0.625,-0.76%,135465
1997-03-11,16.625,16.625,16.000001,16.374999,24626000,0.530384,0.625,-1.50%,370339
1997-03-10,16.625,16.75,16.437501,16.625,24796800,0.538482,0.312,0.76%,187866
1997-03-07,16.75,16.75,16.374999,16.5,17654000,0.534433,0.375,-0.75%,132745
1997-03-06,17.0,17.0,16.5,16.625,29072400,0.538482,0.500,-2.21%,641292
1997-03-05,16.625,17.0,16.5,17.0,24040800,0.550628,0.500,3.03%,728511
1997-03-04,16.25,16.5,16.000001,16.5,25799200,0.534433,0.500,2.33%,599971
1997-03-03,16.5,16.5,16.000001,16.125,32614400,0.522287,0.500,-0.77%,250896
1997-02-28,16.875001,16.875001,16.25,16.25,30469600,0.5263359999999999,0.625,-4.41%,1344224
1997-02-27,17.0,17.125,16.75,17.0,25748800,0.550628,0.375,-0.73%,187959
1997-02-26,17.0,17.125,16.75,17.125,25793600,0.5546770000000001,0.375,1.48%,382152
1997-02-25,17.0,17.375,16.875001,16.875001,34521200,0.546579,0.500,1.50%,519085
1997-02-24,16.25,16.875001,16.25,16.625,29397200,0.538482,0.625,1.53%,448841
1997-02-21,16.875001,17.0,16.000001,16.374999,52771600,0.530384,1.000,-3.68%,1940163
1997-02-20,17.625,17.625,17.0,17.0,31236800,0.550628,0.625,-3.55%,1107705
1997-02-19,17.875,17.875,17.125,17.625,60323200,0.570872,0.750,-1.40%,843632
1997-02-18,16.625,17.875,16.25,17.875,92069600,0.578969,1.625,9.58%,8818893
1997-02-14,16.25,16.374999,16.000001,16.3125,59312400,0.52836,0.375,1.16%,689667
1997-02-13,15.75,16.125,15.499998999999999,16.125,48958000,0.522287,0.625,2.38%,1165646
1997-02-12,15.75,15.875,15.499998999999999,15.75,44066400,0.510141,0.375,0.40%,175618
1997-02-11,15.875,16.000001,15.499998999999999,15.6875,35019600,0.508116,0.500,0.40%,140052
1997-02-10,16.125,16.125,15.625,15.625,46351200,0.506092,0.500,-1.19%,549609
1997-02-07,16.5,16.5,15.75,15.8125,58816800,0.512165,0.750,-1.17%,689247
1997-02-06,15.25,16.125,15.25,16.000001,99876000,0.518238,0.875,4.92%,4911848
1997-02-05,15.25,15.625,15.25,15.25,98621600,0.493946,0.375,-0.81%,801853
1997-02-04,16.25,16.374999,15.125001000000001,15.375,178161200,0.49799499999999997,1.250,-5.75%,10238975
1997-02-03,16.875001,17.0,16.25,16.3125,92027600,0.52836,0.750,-1.88%,1729869
1997-01-31,16.625,16.625,16.5,16.625,49907200,0.538482,0.125,-0.75%,372465
1997-01-30,16.75,16.75,16.5,16.75,34983200,0.542531,0.250,0.75%,263048
1997-01-29,16.625,16.75,16.5,16.625,37926000,0.538482,0.250,0.00%,0
1997-01-28,17.0,17.0,16.5,16.625,52640000,0.538482,0.500,0.00%,0
1997-01-27,17.125,17.249999,16.625,16.625,53510800,0.538482,0.625,-1.48%,792706
1997-01-24,17.249999,17.249999,16.875001,16.875001,47070800,0.546579,0.375,-2.17%,1023344
1997-01-23,17.249999,17.375,17.125,17.249999,43086400,0.5587260000000001,0.250,0.36%,156726
1997-01-22,17.375,17.5,17.0,17.1875,51405200,0.556701,0.500,-0.36%,186308
1997-01-21,17.0,17.249999,16.875001,17.249999,71206800,0.5587260000000001,0.375,1.85%,1313798
1997-01-20,16.875001,17.125,16.75,16.9375,72906400,0.548604,0.375,1.12%,816101
1997-01-17,16.75,17.125,16.625,16.75,81286800,0.542531,0.500,0.00%,0
1997-01-16,17.125,17.125,16.625,16.75,167826400,0.542531,0.500,-2.90%,4864546
1997-01-15,18.0,18.0,17.125,17.249999,108273200,0.5587260000000001,0.875,-3.50%,3785650
1997-01-14,18.375,18.375,17.750001,17.875,63943600,0.578969,0.625,-1.38%,882037
1997-01-13,18.5,18.5,18.124999,18.124999,76437200,0.587067,0.375,-0.68%,523447
1997-01-10,17.625,18.25,17.625,18.25,88429600,0.591115,0.625,2.82%,2490827
1997-01-09,17.750001,17.875,17.5,17.750001,111664000,0.574921,0.375,0.71%,791994
1997-01-08,18.25,18.375,17.375,17.625,275032800,0.570872,1.000,0.71%,1964648
1997-01-07,18.124999,18.25,17.5,17.5,244232800,0.566823,0.750,-2.10%,5123679
1997-01-06,17.625,18.343698999999997,17.249999,17.875,470708000,0.578969,1.094,-17.82%,83861900
1997-01-03,21.125,22.25,21.0,21.75,29929200,0.70448,1.250,3.57%,1068881
1997-01-02,21.125,21.250001,20.749999,21.0,35778400,0.680188,0.500,0.60%,214255
1996-12-31,21.375,21.5,20.749999,20.875,95936400,0.676139,0.750,-4.02%,3859489
1996-12-30,23.125,23.25,21.75,21.75,65450000,0.70448,1.500,-5.95%,3891614
1996-12-27,22.875,23.75,22.875,23.125,34249600,0.749016,0.875,0.54%,186151
1996-12-26,23.25,23.25,22.875,23.000001,21221200,0.744967,0.375,-0.54%,114716
1996-12-24,23.25,23.374999,22.875,23.125,14403200,0.749016,0.500,-0.54%,77441
1996-12-23,24.0,24.249999,23.25,23.25,83076000,0.753065,1.000,-1.06%,883736
1996-12-20,22.499999,23.625,21.375,23.5,136609200,0.761162,2.250,5.62%,7674606
1996-12-19,23.000001,23.25,22.25,22.25,34221600,0.720675,1.000,-3.78%,1294864
1996-12-18,22.75,23.125,22.625,23.125,51268000,0.749016,0.500,2.78%,1424134
1996-12-17,22.375,22.499999,22.25,22.499999,39312000,0.728772,0.250,-0.55%,217207
1996-12-16,23.5,23.5,22.499999,22.625,37310000,0.7328210000000001,1.000,-2.69%,1002972
1996-12-13,23.75,23.875001,23.25,23.25,22274000,0.753065,0.625,-2.62%,583097
1996-12-12,24.125,24.249999,23.875001,23.875001,21750400,0.773309,0.375,-0.52%,113262
1996-12-11,23.75,24.249999,23.75,24.0,40840800,0.777357,0.500,-2.04%,833488
1996-12-10,24.875,25.0,24.249999,24.5,46071200,0.793552,0.750,-2.00%,921427
1996-12-09,25.25,25.375,24.8125,25.0,39662000,0.809747,0.562,-0.50%,197336
1996-12-06,24.375,25.375,24.0,25.124999,57346800,0.813796,1.375,0.50%,286752
1996-12-05,25.0,25.25,25.0,25.0,35534800,0.809747,0.250,0.00%,0
1996-12-04,25.124999,25.375,24.875,25.0,47706400,0.809747,0.500,-0.50%,237360
1996-12-03,25.25,25.5,25.0,25.124999,68882800,0.813796,0.500,0.00%,0
1996-12-02,24.125,25.124999,23.875001,25.124999,43744400,0.813796,1.250,4.15%,1813245
1996-11-29,24.5,24.625,24.0,24.125,10572800,0.781406,0.625,-1.53%,161825
1996-11-27,24.125,24.625,24.125,24.5,22260000,0.793552,0.500,1.03%,229471
1996-11-26,24.875,25.0,24.0,24.249999,28246400,0.785455,1.000,-3.00%,847377
1996-11-25,25.375,25.5,25.0,25.0,19737200,0.809747,0.500,-0.99%,195430
1996-11-22,24.5,25.25,24.5,25.25,25995200,0.8178449999999999,0.750,3.06%,795790
1996-11-21,24.875,25.0,24.375,24.5,17651200,0.793552,0.625,-2.00%,353025
1996-11-20,24.875,25.375,24.875,25.0,25774000,0.809747,0.500,0.50%,129526
1996-11-19,24.875,25.124999,24.625,24.875,31108000,0.8056979999999999,0.500,0.50%,157082
1996-11-18,25.0,25.124999,24.5,24.750001,38208800,0.80165,0.625,-1.00%,382065
1996-11-15,25.875,25.999999,25.0,25.0,32678800,0.809747,1.000,-2.44%,797056
1996-11-14,25.5,25.75,25.375,25.625001,12132400,0.829991,0.375,0.24%,29672
1996-11-13,25.375,25.875,25.0,25.562499,20902000,0.827966,0.875,1.24%,258666
1996-11-12,26.125,26.25,25.124999,25.25,35739200,0.8178449999999999,1.125,-2.88%,1030920
1996-11-11,26.375,26.375,25.875,25.999999,23133600,0.8421370000000001,0.500,-0.95%,220334
1996-11-08,25.875,26.25,25.75,26.25,47177200,0.8502350000000001,0.500,1.45%,683772
1996-11-07,25.375,25.999999,25.25,25.875,38768800,0.8380879999999999,0.750,1.47%,570119
1996-11-06,25.625001,25.75,24.875,25.5,45077200,0.825942,0.875,0.00%,0
1996-11-05,24.5,25.875,24.5,25.5,94528000,0.825942,1.375,4.62%,4362753
1996-11-04,24.375,24.5,23.75,24.375,22817200,0.789504,0.750,0.52%,117622
1996-11-01,23.374999,24.249999,23.125,24.249999,52833200,0.785455,1.125,5.43%,2871416
1996-10-31,23.25,23.374999,22.25,23.000001,48554800,0.744967,1.125,0.55%,265278
1996-10-30,23.5,24.0,22.875,22.875,64262800,0.740919,1.125,-1.61%,1036478
1996-10-29,24.625,24.750001,23.125,23.25,49907200,0.753065,1.625,-5.10%,2546263
1996-10-28,25.124999,25.124999,24.5,24.5,29999200,0.793552,0.625,0.00%,0
1996-10-25,24.875,25.0,24.5,24.5,19390000,0.793552,0.500,-1.01%,195871
1996-10-24,25.0,25.0,24.5,24.750001,21092400,0.80165,0.500,0.00%,0
1996-10-23,24.750001,25.25,24.375,24.750001,40014800,0.80165,0.875,-0.50%,201042
1996-10-22,25.625001,25.625001,24.249999,24.875,53429600,0.8056979999999999,1.375,-2.93%,1563830
1996-10-21,26.500001,26.625,25.5,25.625001,46902800,0.829991,1.125,-3.53%,1655365
1996-10-18,26.500001,26.625,25.999999,26.5625,95664800,0.8603559999999999,0.625,0.71%,680070
1996-10-17,27.5,27.749999,26.375,26.375,256656400,0.854283,1.375,2.43%,6229312
1996-10-16,25.25,26.125,24.625,25.75,83686400,0.83404,1.500,1.98%,1657161
1996-10-15,25.75,25.875,25.0,25.25,90764800,0.8178449999999999,0.875,0.00%,0
1996-10-14,24.5,25.375,24.249999,25.25,67421200,0.8178449999999999,1.125,4.12%,2780264
1996-10-11,24.375,24.625,24.0,24.249999,30172800,0.785455,0.625,0.26%,77990
1996-10-10,23.875001,24.5,23.75,24.1875,69174000,0.7834300000000001,0.750,5.16%,3571486
1996-10-09,23.374999,23.625,22.875,23.000001,21302400,0.744967,0.750,-1.08%,229072
1996-10-08,23.5,24.249999,23.25,23.25,47608400,0.753065,1.000,0.54%,257359
1996-10-07,23.000001,23.374999,22.875,23.125,23928800,0.749016,0.500,1.37%,327797
1996-10-04,22.875,23.125,22.125001,22.8125,33364800,0.7388939999999999,1.000,1.96%,652357
1996-10-03,23.625,23.75,22.375,22.375,56929600,0.7247239999999999,1.375,-5.29%,3012121
1996-10-02,23.625,24.625,23.125,23.625,69204800,0.765211,1.500,-4.06%,2810356
1996-10-01,22.0,24.750001,22.0,24.625,134811600,0.797601,2.750,10.99%,14810215
1996-09-30,22.125001,22.375,22.125001,22.1875,21361200,0.718651,0.250,-0.56%,119648
1996-09-27,22.25,22.375,22.125001,22.3125,20392400,0.722699,0.250,-0.28%,56979
1996-09-26,22.375,22.499999,22.25,22.375,25821600,0.7247239999999999,0.250,0.00%,0
1996-09-25,22.499999,22.625,22.0,22.375,27260800,0.7247239999999999,0.625,-0.56%,151421
1996-09-24,22.375,22.875,22.375,22.499999,35946400,0.728772,0.500,0.56%,200781
1996-09-23,22.875,22.875,22.375,22.375,11440800,0.7247239999999999,0.500,-2.19%,250072
1996-09-20,23.374999,23.5,22.75,22.875,37287600,0.740919,0.750,-2.14%,797598
1996-09-19,23.625,23.625,23.374999,23.374999,29867600,0.7571140000000001,0.250,-0.53%,158841
1996-09-18,23.000001,24.125,22.875,23.5,88340000,0.761162,1.250,2.17%,1920442
1996-09-17,22.875,23.125,22.499999,23.000001,52292800,0.744967,0.625,2.79%,1460643
1996-09-16,21.5,23.000001,21.375,22.375,61163200,0.7247239999999999,1.625,6.55%,4004722
1996-09-13,20.375001,21.250001,20.375001,21.0,41652800,0.680188,0.875,3.07%,1277713
1996-09-12,21.0,21.125,20.25,20.375001,65228800,0.659944,0.875,-3.55%,2315777
1996-09-11,21.5,21.75,21.0,21.125,36800400,0.684236,0.750,-1.74%,641908
1996-09-10,22.125001,22.125001,21.5,21.5,38928400,0.696383,0.625,-2.27%,884738
1996-09-09,22.625,22.75,21.875,22.0,37060800,0.7125779999999999,0.875,-4.35%,1611295
1996-09-06,23.125,23.25,22.625,23.000001,60208400,0.744967,0.625,0.55%,328947
1996-09-05,23.5,23.75,22.875,22.875,69896400,0.740919,0.875,-5.18%,3621543
1996-09-04,23.875001,24.625,23.875001,24.125,25362400,0.781406,0.750,0.00%,0
1996-09-03,24.125,24.375,23.875001,24.125,17074400,0.781406,0.500,-0.52%,88018
1996-08-30,24.750001,24.750001,24.249999,24.249999,26432000,0.785455,0.500,-1.02%,269698
1996-08-29,24.875,24.875,24.375,24.5,26731600,0.793552,0.500,-1.51%,402982
1996-08-28,24.875,25.0,24.5,24.875,40899600,0.8056979999999999,0.500,0.06%,25803
1996-08-27,24.125,25.0,24.0,24.859301000000002,72326800,0.80519,1.000,3.04%,2201442
1996-08-26,23.875001,24.125,23.5,24.125,22419600,0.781406,0.625,1.05%,234746
1996-08-23,23.000001,24.0,23.000001,23.875001,50864800,0.773309,1.000,2.69%,1367354
1996-08-22,23.000001,23.25,22.875,23.25,21921200,0.753065,0.375,1.09%,238289
1996-08-21,23.5,23.625,22.875,23.000001,28336000,0.744967,0.750,-2.13%,602895
1996-08-20,23.875001,23.875001,23.374999,23.5,52939600,0.761162,0.500,-0.53%,280122
1996-08-19,22.375,23.625,22.375,23.625,56579600,0.765211,1.250,5.00%,2829011
1996-08-16,22.625,22.625,22.125001,22.499999,35439600,0.728772,0.500,1.12%,398174
1996-08-15,22.625,22.75,22.25,22.25,26905200,0.720675,0.500,-2.20%,591325
1996-08-14,22.625,23.000001,22.625,22.75,17964800,0.73687,0.375,1.11%,199622
1996-08-13,22.875,23.125,22.375,22.499999,25877600,0.728772,0.750,-2.17%,562558
1996-08-12,23.374999,23.625,22.375,23.000001,37836400,0.744967,1.250,-0.54%,204534
1996-08-09,22.25,23.374999,22.125001,23.125,57696800,0.749016,1.250,4.52%,2607774
1996-08-08,22.375,22.375,21.875,22.125001,25379200,0.716626,0.500,-1.12%,283584
1996-08-07,21.75,22.625,21.624999,22.375,62115200,0.7247239999999999,1.000,4.07%,2527929
1996-08-06,21.0,21.5,20.749999,21.5,23396800,0.696383,0.750,2.38%,557068
1996-08-05,21.624999,21.875,20.875,21.0,25253200,0.680188,1.000,-2.89%,729837
1996-08-02,21.624999,22.0,21.250001,21.624999,31987200,0.700431,0.750,1.76%,564470
1996-08-01,22.0,22.0,21.125,21.250001,27540800,0.688285,0.875,-3.41%,938912
1996-07-31,21.250001,22.0,21.250001,22.0,23195200,0.7125779999999999,0.750,2.92%,678232
1996-07-30,22.625,22.75,21.250001,21.375,47350800,0.692334,1.500,-3.93%,1862100
1996-07-29,22.0,22.499999,21.75,22.25,48924400,0.720675,0.750,1.14%,555926
1996-07-26,21.5,22.0,21.125,22.0,30920400,0.7125779999999999,0.875,4.76%,1472404
